Place,Business2011,Employment2011
"Z40604 (Frankfort, KY)",5,25
"Z40701 (Corbin, KY)",689,10830
"Z40702 (Corbin, KY)",38,1355
"Z40729 (East Bernstadt, KY)",51,647
"Z40734 (Gray, KY)",33,344
"Z40737 (Keavy, KY)",5,a
"Z40740 (Lily, KY)",21,254
"Z40741 (London, KY)",753,14587
"Z40742 (London, KY)",1,a
"Z40743 (London, KY)",47,1802
"Z40744 (London, KY)",151,2593
"Z40759 (Rockholds, KY)",2,a
"Z40763 (Siler, KY)",2,b
"Z40769 (Williamsburg, KY)",219,4016
"Z40771 (Woodbine, KY)",7,23
"Z40801 (Ages Brookside, KY)",5,b
"Z40803 (Asher, KY)",2,a
"Z40806 (Baxter, KY)",35,242
"Z40807 (Benham, KY)",5,b
"Z40808 (Big Laurel, KY)",3,a
"Z40810 (Bledsoe, KY)",8,119
"Z40813 (Calvin, KY)",4,b
"Z40815 (Cawood, KY)",11,36
"Z40818 (Coalgood, KY)",1,c
"Z40819 (Coldiron, KY)",8,c
"Z40820 (Cranks, KY)",7,b
"Z40823 (Cumberland, KY)",62,1095
"Z40824 (Dayhoit, KY)",1,a
"Z40827 (Essie, KY)",2,a
"Z40828 (Evarts, KY)",33,305
"Z40829 (Grays Knob, KY)",11,e
"Z40831 (Harlan, KY)",222,3099
"Z40840 (Helton, KY)",1,a
"Z40843 (Holmes Mill, KY)",1,e
"Z40844 (Hoskinston, KY)",4,14
"Z40845 (Hulen, KY)",1,a
"Z40847 (Kenvir, KY)",2,a
"Z40854 (Loyall, KY)",12,82
"Z40855 (Lynch, KY)",2,b
"Z40856 (Miracle, KY)",2,a
"Z40862 (Partridge, KY)",5,208
"Z40863 (Pathfork, KY)",3,c
"Z40865 (Putney, KY)",4,b
"Z40868 (Stinnett, KY)",6,a
"Z40870 (Totz, KY)",7,69
"Z40873 (Wallins Creek, KY)",13,42
"Z40874 (Warbranch, KY)",2,b
"Z40902 (Arjay, KY)",5,b
"Z40903 (Artemus, KY)",5,a
"Z40906 (Barbourville, KY)",248,3701
"Z40913 (Beverly, KY)",10,172
"Z40914 (Big Creek, KY)",6,11
"Z40915 (Bimble, KY)",5,20
"Z40921 (Bryants Store, KY)",4,b
"Z40923 (Cannon, KY)",3,a
"Z40927 (Closplint, KY)",2,a
"Z40930 (Dewitt, KY)",1,a
"Z40932 (Fall Rock, KY)",2,b
"Z40935 (Flat Lick, KY)",15,67
"Z40939 (Fourmile, KY)",3,b
"Z40940 (Frakes, KY)",4,69
"Z40941 (Garrard, KY)",2,a
"Z40943 (Girdler, KY)",3,b
"Z40946 (Green Road, KY)",1,b
"Z40949 (Heidrick, KY)",4,3
"Z40951 (Hima, KY)",1,a
"Z40953 (Hinkle, KY)",3,a
"Z40955 (Ingram, KY)",2,a
"Z40958 (Kettle Island, KY)",1,a
"Z40962 (Manchester, KY)",222,2164
"Z40964 (Mary Alice, KY)",1,a
"Z40965 (Middlesboro, KY)",368,5111
"Z40972 (Oneida, KY)",5,119
"Z40977 (Pineville, KY)",139,1569
"Z40979 (Roark, KY)",6,18
"Z40983 (Sextons Creek, KY)",1,a
"Z40988 (Stoney Fork, KY)",11,341
"Z41001 (Alexandria, KY)",261,2938
"Z41002 (Augusta, KY)",39,510
"Z41003 (Berry, KY)",13,29
"Z41004 (Brooksville, KY)",41,231
"Z41005 (Burlington, KY)",263,3039
"Z41006 (Butler, KY)",61,873
"Z41007 (California, KY)",35,188
"Z41008 (Carrollton, KY)",190,2931
"Z41010 (Corinth, KY)",15,53
"Z41011 (Covington, KY)",778,22170
"Z41012 (Covington, KY)",16,249
"Z41014 (Covington, KY)",74,1067
"Z41015 (Latonia, KY)",273,2636
"Z41016 (Covington, KY)",61,647
"Z41017 (Ft Mitchell, KY)",964,20327
"Z41018 (Erlanger, KY)",665,19308
"Z41019 (Covington, KY)",1,a
"Z41022 (Florence, KY)",27,e
"Z41030 (Crittenden, KY)",62,477
"Z41031 (Cynthiana, KY)",277,3916
"Z41033 (De Mossville, KY)",13,34
"Z41034 (Dover, KY)",6,b
"Z41035 (Dry Ridge, KY)",185,2558
"Z41037 (Elizaville, KY)",1,a
"Z41039 (Ewing, KY)",23,56
"Z41040 (Falmouth, KY)",112,760
"Z41041 (Flemingsburg, KY)",185,1920
"Z41042 (Florence, KY)",1612,40224
"Z41043 (Foster, KY)",18,66
"Z41044 (Germantown, KY)",9,13
"Z41045 (Ghent, KY)",28,2550
"Z41046 (Glencoe, KY)",9,76
"Z41048 (Hebron, KY)",367,12350
"Z41049 (Hillsboro, KY)",11,34
"Z41051 (Independence, KY)",227,3328
"Z41052 (Jonesville, KY)",3,17
"Z41054 (Mason, KY)",1,a
"Z41055 (Mayslick, KY)",23,b
"Z41056 (Maysville, KY)",417,6935
"Z41059 (Melbourne, KY)",32,c
"Z41061 (Milford, KY)",1,a
"Z41063 (Morning View, KY)",24,85
"Z41064 (Mount Olivet, KY)",20,123
"Z41065 (Muses Mills, KY)",1,a
"Z41071 (Newport, KY)",480,8240
"Z41072 (Newport, KY)",3,8
"Z41073 (Bellevue, KY)",100,1500
"Z41074 (Dayton, KY)",54,653
"Z41075 (Fort Thomas, KY)",281,3480
"Z41076 (Newport, KY)",333,5932
"Z41080 (Petersburg, KY)",27,196
"Z41081 (Plummers Landing, KY)",3,a
"Z41083 (Sanders, KY)",12,140
"Z41085 (Silver Grove, KY)",16,304
"Z41086 (Sparta, KY)",23,171
"Z41091 (Union, KY)",201,1233
"Z41092 (Verona, KY)",45,281
"Z41093 (Wallingford, KY)",15,121
"Z41094 (Walton, KY)",266,4101
"Z41095 (Warsaw, KY)",70,519
"Z41096 (Washington, KY)",3,c
"Z41097 (Williamstown, KY)",125,1009
"Z41098 (Worthville, KY)",6,b
"Z41099 (Newport, KY)",12,c
"Z41101 (Ashland, KY)",843,15917
"Z41102 (Ashland, KY)",318,4299
"Z41105 (Ashland, KY)",57,794
"Z41121 (Argillite, KY)",9,39
"Z41124 (Blaine, KY)",4,6
"Z41128 (Carter, KY)",2,b
"Z41129 (Catlettsburg, KY)",157,3220
"Z41135 (Emerson, KY)",1,a
"Z41139 (Flatwoods, KY)",119,1226
"Z41141 (Garrison, KY)",16,110
"Z41142 (Grahn, KY)",1,a
"Z41143 (Grayson, KY)",279,4223
"Z41144 (Greenup, KY)",135,1536
"Z41146 (Hitchins, KY)",2,a
"Z41149 (Isonville, KY)",1,a
"Z41159 (Martha, KY)",3,a
"Z41164 (Olive Hill, KY)",106,1263
"Z41166 (Quincy, KY)",3,18
"Z41168 (Rush, KY)",23,c
"Z41169 (Russell, KY)",95,675
"Z41171 (Sandy Hook, KY)",40,309
"Z41173 (Soldier, KY)",3,a
"Z41174 (South Portsmouth, KY)",9,70
"Z41175 (South Shore, KY)",58,639
"Z41179 (Vanceburg, KY)",79,1005
"Z41180 (Webbville, KY)",4,17
"Z41181 (Willard, KY)",3,b
"Z41183 (Worthington, KY)",12,146
"Z41189 (Tollesboro, KY)",25,168
"Z41201 (Adams, KY)",2,a
"Z41203 (Beauty, KY)",4,a
"Z41214 (Debord, KY)",13,152
"Z41216 (East Point, KY)",9,42
"Z41219 (Flatgap, KY)",5,30
"Z41222 (Hagerhill, KY)",43,c
"Z41224 (Inez, KY)",80,685
"Z41226 (Keaton, KY)",1,a
"Z41230 (Louisa, KY)",201,2336
"Z41231 (Lovely, KY)",46,1163
"Z41232 (Lowmansville, KY)",9,72
"Z41234 (Meally, KY)",1,a
"Z41238 (Oil Springs, KY)",12,73
"Z41240 (Paintsville, KY)",292,3479
"Z41250 (Pilgrim, KY)",6,e
"Z41254 (River, KY)",2,a
"Z41255 (Sitka, KY)",6,75
"Z41256 (Staffordsville, KY)",30,e
"Z41257 (Stambaugh, KY)",1,a
"Z41260 (Thelma, KY)",3,6
"Z41262 (Tomahawk, KY)",4,a
"Z41263 (Tutor Key, KY)",2,b
"Z41264 (Ulysses, KY)",2,a
"Z41265 (Van Lear, KY)",7,b
"Z41267 (Warfield, KY)",14,93
"Z41268 (West Van Lear, KY)",1,a
"Z41274 (Wittensville, KY)",6,b
"Z41301 (Campton, KY)",61,407
"Z41311 (Beattyville, KY)",98,1412
"Z41313 (Bethany, KY)",1,a
"Z41314 (Booneville, KY)",43,349
"Z41317 (Clayhole, KY)",4,a
"Z41332 (Hazel Green, KY)",10,65
"Z41339 (Jackson, KY)",186,2210
"Z41347 (Lone, KY)",1,a
"Z41348 (Lost Creek, KY)",13,50
"Z41352 (Mize, KY)",5,16
"Z41360 (Pine Ridge, KY)",5,c
"Z41365 (Rogers, KY)",2,a
"Z41385 (Vancleve, KY)",5,67
"Z41386 (Vincent, KY)",1,a
"Z41390 (Whick, KY)",2,a
"Z41397 (Zoe, KY)",2,a
"Z41413 (Crockett, KY)",2,b
"Z41425 (Ezel, KY)",3,10
"Z41426 (Falcon, KY)",1,a
"Z41451 (Malone, KY)",2,b
"Z41464 (Royalton, KY)",4,a
"Z41465 (Salyersville, KY)",152,1419
"Z41472 (West Liberty, KY)",149,1900
"Z41477 (Wrigley, KY)",2,a
"Z41501 (Pikeville, KY)",794,12624
"Z41502 (Pikeville, KY)",68,868
"Z41503 (South Williamson, KY)",100,1795
"Z41512 (Ashcamp, KY)",9,52
"Z41513 (Belcher, KY)",8,b
"Z41514 (Belfry, KY)",59,610
"Z41517 (Burdine, KY)",2,b
"Z41520 (Dorton, KY)",14,130
"Z41522 (Elkhorn City, KY)",59,415
"Z41524 (Fedscreek, KY)",11,433
"Z41527 (Forest Hills, KY)",3,a
"Z41528 (Freeburn, KY)",4,a
"Z41531 (Hardy, KY)",3,a
"Z41534 (Hellier, KY)",1,a
"Z41535 (Huddy, KY)",1,a
"Z41537 (Jenkins, KY)",52,280
"Z41538 (Jonancy, KY)",2,a
"Z41539 (Kimper, KY)",19,900
"Z41540 (Lick Creek, KY)",1,a
"Z41542 (Lookout, KY)",1,a
"Z41543 (Mc Andrews, KY)",5,a
"Z41544 (Mc Carr, KY)",15,91
"Z41547 (Majestic, KY)",1,a
"Z41548 (Mouthcard, KY)",11,46
"Z41549 (Myra, KY)",6,e
"Z41553 (Phelps, KY)",41,317
"Z41554 (Phyllis, KY)",3,b
"Z41557 (Raccoon, KY)",20,b
"Z41558 (Ransom, KY)",3,b
"Z41559 (Regina, KY)",11,67
"Z41560 (Robinson Creek, KY)",10,192
"Z41561 (Rockhouse, KY)",1,a
"Z41562 (Shelbiana, KY)",15,b
"Z41563 (Shelby Gap, KY)",7,b
"Z41564 (Sidney, KY)",13,f
"Z41566 (Steele, KY)",3,a
"Z41567 (Stone, KY)",3,8
"Z41568 (Stopover, KY)",2,a
"Z41571 (Varney, KY)",5,b
"Z41572 (Virgie, KY)",42,162
"Z41601 (Allen, KY)",61,432
"Z41602 (Auxier, KY)",7,39
"Z41603 (Banner, KY)",11,65
"Z41604 (Beaver, KY)",2,a
"Z41605 (Betsy Layne, KY)",23,185
"Z41606 (Bevinsville, KY)",4,a
"Z41607 (Blue River, KY)",2,a
"Z41612 (Bypro, KY)",4,19
"Z41615 (Dana, KY)",1,a
"Z41616 (David, KY)",4,a
"Z41619 (Drift, KY)",2,a
"Z41621 (Dwale, KY)",2,a
"Z41622 (Eastern, KY)",7,b
"Z41630 (Garrett, KY)",11,30
"Z41631 (Grethel, KY)",5,42
"Z41632 (Gunlock, KY)",1,a
"Z41635 (Harold, KY)",36,349
"Z41636 (Hi Hat, KY)",5,b
"Z41640 (Hueysville, KY)",11,c
"Z41642 (Ivel, KY)",27,312
"Z41643 (Lackey, KY)",5,66
"Z41645 (Langley, KY)",12,121
"Z41647 (Mc Dowell, KY)",28,455
"Z41649 (Martin, KY)",73,874
"Z41650 (Melvin, KY)",6,b
"Z41651 (Minnie, KY)",10,b
"Z41653 (Prestonsburg, KY)",418,4946
"Z41655 (Printer, KY)",3,b
"Z41659 (Stanville, KY)",28,249
"Z41660 (Teaberry, KY)",1,a
"Z41666 (Wayland, KY)",4,14
"Z41669 (Wheelwright, KY)",4,c
"Z41701 (Hazard, KY)",514,8325
"Z41702 (Hazard, KY)",41,433
"Z41712 (Ary, KY)",4,9
"Z41713 (Avawam, KY)",3,a
"Z41714 (Bear Branch, KY)",4,b
"Z41719 (Bonnyman, KY)",16,113
"Z41721 (Buckhorn, KY)",8,c
"Z41722 (Bulan, KY)",12,395
"Z41723 (Busy, KY)",3,8
"Z41725 (Carrie, KY)",4,22
"Z41727 (Chavies, KY)",15,749
"Z41729 (Combs, KY)",6,21
"Z41731 (Cornettsville, KY)",13,93
"Z41735 (Delphia, KY)",1,a
"Z41739 (Dwarf, KY)",4,b
"Z41740 (Emmalena, KY)",7,63
"Z41743 (Fisty, KY)",2,a
"Z41745 (Gays Creek, KY)",1,a
"Z41746 (Happy, KY)",6,33
"Z41749 (Hyden, KY)",77,863
"Z41751 (Jeff, KY)",9,b
"Z41754 (Krypton, KY)",3,a
"Z41759 (Sassafras, KY)",4,c
"Z41760 (Scuddy, KY)",5,28
"Z41762 (Sizerock, KY)",1,a
"Z41763 (Slemp, KY)",4,31
"Z41764 (Smilax, KY)",2,a
"Z41766 (Thousandsticks, KY)",2,a
"Z41772 (Vest, KY)",1,a
"Z41773 (Vicco, KY)",11,b
"Z41774 (Viper, KY)",11,b
"Z41776 (Wooton, KY)",6,b
"Z41777 (Yeaddiss, KY)",3,b
"Z41804 (Blackey, KY)",3,1
"Z41810 (Cromona, KY)",2,a
"Z41812 (Deane, KY)",5,b
"Z41815 (Ermine, KY)",7,47
"Z41817 (Garner, KY)",3,6
"Z41819 (Gordon, KY)",2,b
"Z41821 (Hallie, KY)",2,a
"Z41822 (Hindman, KY)",81,841
"Z41824 (Isom, KY)",24,314
"Z41825 (Jackhorn, KY)",1,a
"Z41826 (Jeremiah, KY)",13,59
"Z41828 (Kite, KY)",17,59
"Z41831 (Leburn, KY)",8,170
"Z41833 (Linefork, KY)",2,a
"Z41834 (Littcarr, KY)",6,34
"Z41835 (Mc Roberts, KY)",2,b
"Z41836 (Mallie, KY)",3,a
"Z41837 (Mayking, KY)",7,193
"Z41838 (Millstone, KY)",1,a
"Z41839 (Mousie, KY)",7,34
"Z41840 (Neon, KY)",18,180
"Z41843 (Pine Top, KY)",9,b
"Z41844 (Pippa Passes, KY)",10,411
"Z41845 (Premium, KY)",7,b
"Z41847 (Redfox, KY)",11,b
"Z41848 (Roxana, KY)",2,a
"Z41855 (Thornton, KY)",1,a
"Z41858 (Whitesburg, KY)",191,3026
"Z41859 (Dema, KY)",2,a
"Z41861 (Raven, KY)",2,a
"Z41862 (Topmost, KY)",4,a
"Z42001 (Paducah, KY)",1188,22250
"Z42002 (Paducah, KY)",84,1590
"Z42003 (Paducah, KY)",781,10027
"Z42020 (Almo, KY)",16,76
"Z42021 (Arlington, KY)",18,132
"Z42022 (Bandana, KY)",1,a
"Z42023 (Bardwell, KY)",36,257
"Z42024 (Barlow, KY)",23,155
"Z42025 (Benton, KY)",386,3765
"Z42027 (Boaz, KY)",24,93
"Z42028 (Burna, KY)",5,22
"Z42029 (Calvert City, KY)",176,3958
"Z42031 (Clinton, KY)",68,718
"Z42032 (Columbus, KY)",2,c
"Z42033 (Crayne, KY)",2,a
"Z42035 (Cunningham, KY)",18,84
"Z42036 (Dexter, KY)",6,a
"Z42038 (Eddyville, KY)",107,609
"Z42039 (Fancy Farm, KY)",16,65
"Z42040 (Farmington, KY)",10,41
"Z42041 (Fulton, KY)",96,2093
"Z42044 (Gilbertsville, KY)",30,c
"Z42045 (Grand Rivers, KY)",49,749
"Z42047 (Hampton, KY)",2,a
"Z42048 (Hardin, KY)",40,228
"Z42049 (Hazel, KY)",21,75
"Z42050 (Hickman, KY)",45,516
"Z42051 (Hickory, KY)",32,g
"Z42053 (Kevil, KY)",60,951
"Z42054 (Kirksey, KY)",6,a
"Z42055 (Kuttawa, KY)",41,509
"Z42056 (La Center, KY)",35,334
"Z42058 (Ledbetter, KY)",27,422
"Z42060 (Lovelaceville, KY)",1,a
"Z42061 (Lowes, KY)",3,9
"Z42064 (Marion, KY)",149,1471
"Z42066 (Mayfield, KY)",564,6956
"Z42069 (Melber, KY)",16,84
"Z42070 (Milburn, KY)",1,a
"Z42071 (Murray, KY)",781,13083
"Z42076 (New Concord, KY)",8,72
"Z42078 (Salem, KY)",42,516
"Z42079 (Sedalia, KY)",14,101
"Z42081 (Smithland, KY)",28,200
"Z42082 (Symsonia, KY)",18,c
"Z42083 (Tiline, KY)",2,a
"Z42085 (Water Valley, KY)",7,158
"Z42086 (West Paducah, KY)",43,345
"Z42087 (Wickliffe, KY)",42,f
"Z42088 (Wingo, KY)",23,84
"Z42101 (Bowling Green, KY)",1264,25564
"Z42102 (Bowling Green, KY)",98,2371
"Z42103 (Bowling Green, KY)",393,4287
"Z42104 (Bowling Green, KY)",1004,13188
"Z42120 (Adolphus, KY)",8,26
"Z42122 (Alvaton, KY)",43,211
"Z42123 (Austin, KY)",5,17
"Z42127 (Cave City, KY)",105,830
"Z42129 (Edmonton, KY)",94,1039
"Z42130 (Eighty Eight, KY)",1,a
"Z42131 (Etoile, KY)",2,a
"Z42133 (Fountain Run, KY)",15,c
"Z42134 (Franklin, KY)",323,6184
"Z42135 (Franklin, KY)",30,761
"Z42140 (Gamaliel, KY)",24,194
"Z42141 (Glasgow, KY)",656,11830
"Z42142 (Glasgow, KY)",23,387
"Z42151 (Hestand, KY)",2,a
"Z42152 (Hiseville, KY)",7,b
"Z42154 (Knob Lick, KY)",4,28
"Z42156 (Lucas, KY)",5,19
"Z42159 (Oakland, KY)",8,c
"Z42160 (Park City, KY)",26,228
"Z42163 (Rocky Hill, KY)",3,a
"Z42164 (Scottsville, KY)",212,3073
"Z42166 (Summer Shade, KY)",19,175
"Z42167 (Tompkinsville, KY)",165,2022
"Z42170 (Woodburn, KY)",16,250
"Z42171 (Smiths Grove, KY)",81,564
"Z42201 (Aberdeen, KY)",1,a
"Z42202 (Adairville, KY)",22,72
"Z42204 (Allensville, KY)",4,b
"Z42206 (Auburn, KY)",60,530
"Z42207 (Bee Spring, KY)",7,b
"Z42210 (Brownsville, KY)",66,471
"Z42211 (Cadiz, KY)",223,2081
"Z42214 (Center, KY)",2,a
"Z42215 (Cerulean, KY)",11,b
"Z42216 (Clifty, KY)",4,a
"Z42217 (Crofton, KY)",44,215
"Z42219 (Dunbar, KY)",2,a
"Z42220 (Elkton, KY)",115,958
"Z42221 (Fairview, KY)",1,a
"Z42223 (Fort Campbell, KY)",100,3145
"Z42232 (Gracey, KY)",10,21
"Z42234 (Guthrie, KY)",43,368
"Z42236 (Herndon, KY)",7,84
"Z42240 (Hopkinsville, KY)",986,17901
"Z42241 (Hopkinsville, KY)",43,f
"Z42254 (La Fayette, KY)",1,a
"Z42256 (Lewisburg, KY)",41,190
"Z42259 (Mammoth Cave, KY)",10,91
"Z42261 (Morgantown, KY)",168,1646
"Z42262 (Oak Grove, KY)",103,1986
"Z42265 (Olmstead, KY)",8,9
"Z42266 (Pembroke, KY)",28,207
"Z42273 (Rochester, KY)",3,3
"Z42274 (Rockfield, KY)",16,67
"Z42275 (Roundhill, KY)",3,a
"Z42276 (Russellville, KY)",359,5868
"Z42280 (Sharon Grove, KY)",2,a
"Z42283 (South Union, KY)",4,c
"Z42285 (Sweeden, KY)",4,20
"Z42286 (Trenton, KY)",14,58
"Z42301 (Owensboro, KY)",1069,21399
"Z42302 (Owensboro, KY)",58,1898
"Z42303 (Owensboro, KY)",951,15710
"Z42304 (Owensboro, KY)",15,301
"Z42320 (Beaver Dam, KY)",136,3590
"Z42321 (Beech Creek, KY)",5,c
"Z42322 (Beech Grove, KY)",3,b
"Z42323 (Beechmont, KY)",20,179
"Z42324 (Belton, KY)",5,15
"Z42325 (Bremen, KY)",15,53
"Z42327 (Calhoun, KY)",71,463
"Z42328 (Centertown, KY)",12,c
"Z42330 (Central City, KY)",214,2622
"Z42332 (Cleaton, KY)",2,a
"Z42333 (Cromwell, KY)",8,38
"Z42337 (Drakesboro, KY)",17,f
"Z42338 (Dundee, KY)",5,23
"Z42339 (Dunmor, KY)",8,44
"Z42343 (Fordsville, KY)",25,439
"Z42344 (Graham, KY)",12,248
"Z42345 (Greenville, KY)",212,2245
"Z42347 (Hartford, KY)",123,1019
"Z42348 (Hawesville, KY)",68,2070
"Z42349 (Horse Branch, KY)",5,42
"Z42350 (Island, KY)",15,82
"Z42351 (Lewisport, KY)",65,1325
"Z42352 (Livermore, KY)",41,416
"Z42354 (Mc Henry, KY)",4,b
"Z42355 (Maceo, KY)",17,111
"Z42356 (Maple Mount, KY)",1,b
"Z42361 (Olaton, KY)",6,24
"Z42366 (Philpot, KY)",64,514
"Z42367 (Powderly, KY)",35,355
"Z42368 (Reynolds Station, KY)",2,a
"Z42369 (Rockport, KY)",1,a
"Z42371 (Rumsey, KY)",4,18
"Z42372 (Sacramento, KY)",30,138
"Z42374 (South Carrollton, KY)",3,c
"Z42376 (Utica, KY)",56,253
"Z42378 (Whitesville, KY)",38,204
"Z42403 (Blackford, KY)",1,a
"Z42404 (Clay, KY)",33,379
"Z42406 (Corydon, KY)",32,135
"Z42408 (Dawson Springs, KY)",71,833
"Z42409 (Dixon, KY)",32,276
"Z42410 (Earlington, KY)",20,256
"Z42411 (Fredonia, KY)",31,197
"Z42413 (Hanson, KY)",29,f
"Z42419 (Henderson, KY)",37,313
"Z42420 (Henderson, KY)",923,13848
"Z42431 (Madisonville, KY)",748,12317
"Z42436 (Manitou, KY)",4,5
"Z42437 (Morganfield, KY)",171,2487
"Z42440 (Mortons Gap, KY)",10,73
"Z42441 (Nebo, KY)",16,e
"Z42442 (Nortonville, KY)",39,177
"Z42444 (Poole, KY)",10,34
"Z42445 (Princeton, KY)",248,3462
"Z42450 (Providence, KY)",69,600
"Z42451 (Reed, KY)",3,b
"Z42452 (Robards, KY)",20,1963
"Z42453 (Saint Charles, KY)",4,a
"Z42455 (Sebree, KY)",56,795
"Z42456 (Slaughters, KY)",14,76
"Z42457 (Smith Mills, KY)",1,a
"Z42458 (Spottsville, KY)",6,63
"Z42459 (Sturgis, KY)",77,718
"Z42460 (Sullivan, KY)",2,a
"Z42461 (Uniontown, KY)",22,e
"Z42462 (Waverly, KY)",18,g
"Z42463 (Wheatcroft, KY)",3,41
"Z42464 (White Plains, KY)",21,96
"Z42501 (Somerset, KY)",711,10700
"Z42502 (Somerset, KY)",27,809
"Z42503 (Somerset, KY)",431,6888
"Z42516 (Bethelridge, KY)",1,a
"Z42518 (Bronston, KY)",30,e
"Z42519 (Burnside, KY)",29,435
"Z42528 (Dunnville, KY)",19,763
"Z42533 (Ferguson, KY)",12,b
"Z42539 (Liberty, KY)",180,1703
"Z42541 (Middleburg, KY)",6,b
"Z42544 (Nancy, KY)",45,218
"Z42553 (Science Hill, KY)",43,229
"Z42558 (Tateville, KY)",2,a
"Z42564 (West Somerset, KY)",7,159
"Z42565 (Windsor, KY)",5,37
"Z42566 (Yosemite, KY)",4,23
"Z42567 (Eubank, KY)",44,391
"Z42602 (Albany, KY)",182,3214
"Z42603 (Alpha, KY)",4,18
"Z42629 (Jamestown, KY)",88,1560
"Z42631 (Marshes Siding, KY)",1,a
"Z42633 (Monticello, KY)",284,3638
"Z42634 (Parkers Lake, KY)",4,b
"Z42635 (Pine Knot, KY)",31,366
"Z42638 (Revelo, KY)",3,a
"Z42642 (Russell Springs, KY)",279,3602
"Z42647 (Stearns, KY)",25,260
"Z42649 (Strunk, KY)",3,6
"Z42653 (Whitley City, KY)",89,886
"Z42701 (Elizabethtown, KY)",1441,22799
"Z42702 (Elizabethtown, KY)",34,896
"Z42712 (Big Clifty, KY)",15,b
"Z42713 (Bonnieville, KY)",14,111
"Z42715 (Breeding, KY)",3,a
"Z42716 (Buffalo, KY)",17,53
"Z42717 (Burkesville, KY)",113,1184
"Z42718 (Campbellsville, KY)",589,9390
"Z42719 (Campbellsville, KY)",24,170
"Z42721 (Caneyville, KY)",50,314
"Z42722 (Canmer, KY)",4,a
"Z42724 (Cecilia, KY)",53,444
"Z42726 (Clarkson, KY)",62,451
"Z42728 (Columbia, KY)",302,4144
"Z42729 (Cub Run, KY)",15,36
"Z42732 (Eastview, KY)",15,34
"Z42733 (Elk Horn, KY)",6,a
"Z42740 (Glendale, KY)",31,364
"Z42741 (Glens Fork, KY)",1,a
"Z42743 (Greensburg, KY)",141,1169
"Z42746 (Hardyville, KY)",7,35
"Z42748 (Hodgenville, KY)",182,1597
"Z42749 (Horse Cave, KY)",89,2633
"Z42753 (Knifley, KY)",3,a
"Z42754 (Leitchfield, KY)",319,4813
"Z42755 (Leitchfield, KY)",14,157
"Z42757 (Magnolia, KY)",22,99
"Z42758 (Mannsville, KY)",3,17
"Z42759 (Marrowbone, KY)",4,25
"Z42762 (Millwood, KY)",7,71
"Z42764 (Mount Sherman, KY)",5,9
"Z42765 (Munfordville, KY)",120,940
"Z42776 (Sonora, KY)",30,350
"Z42782 (Summersville, KY)",8,b
"Z42784 (Upton, KY)",36,204
"Z42788 (White Mills, KY)",5,13
"Z43001 (Alexandria, OH)",40,182
"Z43002 (Amlin, OH)",7,45
"Z43003 (Ashley, OH)",32,179
"Z43004 (Blacklick, OH)",202,2797
"Z43005 (Bladensburg, OH)",8,b
"Z43006 (Brinkhaven, OH)",7,27
"Z43007 (Broadway, OH)",3,8
"Z43008 (Buckeye Lake, OH)",44,322
"Z43009 (Cable, OH)",11,31
"Z43010 (Catawba, OH)",3,b
"Z43011 (Centerburg, OH)",94,620
"Z43013 (Croton, OH)",18,46
"Z43014 (Danville, OH)",69,401
"Z43015 (Delaware, OH)",894,16764
"Z43016 (Dublin, OH)",802,17054
"Z43017 (Dublin, OH)",1512,36643
"Z43018 (Etna, OH)",10,75
"Z43019 (Fredericktown, OH)",114,2661
"Z43021 (Galena, OH)",117,626
"Z43022 (Gambier, OH)",34,g
"Z43023 (Granville, OH)",266,4230
"Z43025 (Hebron, OH)",127,3458
"Z43026 (Hilliard, OH)",1080,17097
"Z43027 (Homer, OH)",2,a
"Z43028 (Howard, OH)",48,262
"Z43029 (Irwin, OH)",6,59
"Z43030 (Jacksontown, OH)",7,76
"Z43031 (Johnstown, OH)",221,1566
"Z43032 (Kilbourne, OH)",3,b
"Z43033 (Kirkersville, OH)",6,b
"Z43035 (Lewis Center, OH)",528,7128
"Z43036 (Magnetic Springs, OH)",2,a
"Z43037 (Martinsburg, OH)",7,39
"Z43040 (Marysville, OH)",579,19074
"Z43041 (Marysville, OH)",11,100
"Z43044 (Mechanicsburg, OH)",56,315
"Z43045 (Milford Center, OH)",25,176
"Z43046 (Millersport, OH)",58,1438
"Z43047 (Mingo, OH)",1,a
"Z43048 (Mount Liberty, OH)",2,a
"Z43050 (Mount Vernon, OH)",682,13209
"Z43054 (New Albany, OH)",400,8176
"Z43055 (Newark, OH)",1112,20162
"Z43056 (Heath, OH)",400,7420
"Z43058 (Newark, OH)",32,465
"Z43060 (North Lewisburg, OH)",20,93
"Z43061 (Ostrander, OH)",50,183
"Z43062 (Pataskala, OH)",339,3222
"Z43064 (Plain City, OH)",368,3837
"Z43065 (Powell, OH)",770,6767
"Z43066 (Radnor, OH)",21,140
"Z43067 (Raymond, OH)",25,g
"Z43068 (Reynoldsburg, OH)",936,16988
"Z43069 (Reynoldsburg, OH)",1,a
"Z43070 (Rosewood, OH)",12,c
"Z43071 (Saint Louisville, OH)",32,173
"Z43072 (Saint Paris, OH)",72,1057
"Z43073 (Summit Station, OH)",11,90
"Z43074 (Sunbury, OH)",293,3120
"Z43076 (Thornville, OH)",85,960
"Z43077 (Unionville Center, OH)",2,a
"Z43078 (Urbana, OH)",406,7003
"Z43080 (Utica, OH)",53,465
"Z43081 (Westerville, OH)",1205,22481
